,Num_Cashiers,Num_Servers,Num_Ushers,Average_Wait_Minutes,Average_Wait_Seconds
2458,15,8,2,4,27
2459,15,8,3,3,23
2460,15,8,4,3,39
2461,15,8,5,4,5
2462,15,8,6,4,10
2463,15,8,7,4,8
2464,15,8,8,3,36
2465,15,8,9,4,4
2466,15,9,1,3,28
2467,15,9,2,3,29
2468,15,9,3,3,38
2469,15,9,4,3,33
2470,15,9,5,3,33
2471,15,9,6,3,36
2472,15,9,7,3,36
2473,15,9,8,3,40
2474,15,9,9,3,35
2475,15,10,1,3,41
2476,15,10,2,3,28
2477,15,10,3,3,37
2478,15,10,4,3,37
2479,15,10,5,3,29
2480,15,10,6,3,33
2481,15,10,7,3,31
2482,15,10,8,3,36
2483,15,10,9,3,38
2484,15,11,1,3,30
2485,15,11,2,3,25
2486,15,11,3,3,37
2487,15,11,4,3,16
2488,15,11,5,3,40
2489,15,11,6,3,28
2490,15,11,7,3,32
2491,15,11,8,3,24
2492,15,11,9,3,23
2493,15,12,1,3,41
2494,15,12,2,3,26
2495,15,12,3,3,30
2496,15,12,4,3,41
2497,15,12,5,3,38
2498,15,12,6,3,36
2499,15,12,7,3,37
2500,15,12,8,3,36
2501,15,12,9,3,34
2502,15,13,1,3,31
2503,15,13,2,3,33
2504,15,13,3,3,25
2505,15,13,4,3,25
2506,15,13,5,3,32
2507,15,13,6,3,32
2508,15,13,7,3,30
2509,15,13,8,3,28
2510,15,13,9,3,26
2511,15,14,1,3,29
2512,15,14,2,3,40
2513,15,14,3,3,27
2514,15,14,4,3,23
2515,15,14,5,3,28
2516,15,14,6,3,37
2517,15,14,7,3,33
2518,15,14,8,3,30
2519,15,14,9,3,28
2520,15,15,1,3,35
2521,15,15,2,3,26
2522,15,15,3,3,33
2523,15,15,4,3,27
2524,15,15,5,3,24
2525,15,15,6,3,50
2526,15,15,7,3,30
2527,15,15,8,3,38
2528,15,15,9,3,30
2529,15,16,1,3,33
2530,15,16,2,3,35
2531,15,16,3,3,30
2532,15,16,4,3,27
2533,15,16,5,3,35
2534,15,16,6,3,19
2535,15,16,7,3,28
2536,15,16,8,3,33
2537,15,16,9,3,29
2538,15,17,1,3,32
2539,15,17,2,3,29
2540,15,17,3,3,21
2541,15,17,4,3,21
2542,15,17,5,3,38
2543,15,17,6,3,25
2544,15,17,7,3,32
2545,15,17,8,3,39
2546,15,17,9,3,26
2547,15,18,1,3,27
2548,15,18,2,3,27
2549,15,18,3,3,26
2550,15,18,4,3,37
2551,15,18,5,3,30
2552,15,18,6,3,34
2553,15,18,7,3,30
2554,15,18,8,3,27
2555,15,18,9,3,33
2556,15,19,1,3,31
2557,15,19,2,3,35
2558,15,19,3,3,35
2559,15,19,4,3,23
2560,15,19,5,3,25
2561,15,19,6,3,28
2562,15,19,7,3,32
2563,15,19,8,3,37
2564,15,19,9,3,38
2565,16,1,1,6,27
2566,16,1,2,6,41
2567,16,1,3,7,27
2568,16,1,4,6,48
2569,16,1,5,5,57
2570,16,1,6,7,10
2571,16,1,7,6,21
2572,16,1,8,7,54
2573,16,1,9,5,47
2574,16,2,1,8,16
2575,16,2,2,9,45
2576,16,2,3,9,36
2577,16,2,4,8,50
2578,16,2,5,8,12
2579,16,2,6,7,57
2580,16,2,7,8,34
2581,16,2,8,7,43
2582,16,2,9,8,2
2583,16,3,1,10,0
2584,16,3,2,10,19
2585,16,3,3,9,34
2586,16,3,4,9,52
2587,16,3,5,8,53
2588,16,3,6,9,27
2589,16,3,7,9,35
2590,16,3,8,9,38
2591,16,3,9,9,52
2592,16,4,1,9,28
2593,16,4,2,9,2
2594,16,4,3,9,35
2595,16,4,4,9,54
2596,16,4,5,8,46
2597,16,4,6,9,36
2598,16,4,7,9,22
2599,16,4,8,8,36
2600,16,4,9,10,21
2601,16,5,1,7,51
2602,16,5,2,7,29
2603,16,5,3,8,59
2604,16,5,4,10,31
2605,16,5,5,7,56
2606,16,5,6,7,10
2607,16,5,7,8,39
2608,16,5,8,7,51
2609,16,5,9,8,13
2610,16,6,1,8,29
2611,16,6,2,5,46
2612,16,6,3,5,42
2613,16,6,4,9,33
2614,16,6,5,7,54
2615,16,6,6,6,2
2616,16,6,7,7,32
2617,16,6,8,6,39
2618,16,6,9,7,42
2619,16,7,1,4,31
2620,16,7,2,6,55
2621,16,7,3,4,25
2622,16,7,4,5,40
2623,16,7,5,7,41
2624,16,7,6,4,16
2625,16,7,7,3,45
2626,16,7,8,3,49
2627,16,7,9,5,3
2628,16,8,1,3,36
2629,16,8,2,3,59
2630,16,8,3,3,37
2631,16,8,4,3,43
2632,16,8,5,3,46
2633,16,8,6,4,48
2634,16,8,7,4,11
2635,16,8,8,4,3
2636,16,8,9,4,45
2637,16,9,1,3,35
2638,16,9,2,3,32
2639,16,9,3,3,33
2640,16,9,4,3,43
2641,16,9,5,3,39
2642,16,9,6,3,48
2643,16,9,7,3,46
2644,16,9,8,3,45
2645,16,9,9,3,38
2646,16,10,1,3,39
2647,16,10,2,3,28
2648,16,10,3,3,23
2649,16,10,4,3,36
2650,16,10,5,3,26
2651,16,10,6,3,31
2652,16,10,7,3,38
2653,16,10,8,3,39
2654,16,10,9,3,33
2655,16,11,1,3,42
2656,16,11,2,3,20
2657,16,11,3,3,32
2658,16,11,4,3,31
2659,16,11,5,3,23
2660,16,11,6,3,26
2661,16,11,7,3,43
2662,16,11,8,3,27
2663,16,11,9,3,38
2664,16,12,1,3,31
2665,16,12,2,3,36
2666,16,12,3,3,25
2667,16,12,4,3,26
2668,16,12,5,3,38
2669,16,12,6,3,32
2670,16,12,7,3,37
2671,16,12,8,3,28
2672,16,12,9,3,20
2673,16,13,1,3,27
2674,16,13,2,3,28
2675,16,13,3,3,38
2676,16,13,4,3,27
2677,16,13,5,3,28
2678,16,13,6,3,22
2679,16,13,7,3,28
2680,16,13,8,3,42
2681,16,13,9,3,30
2682,16,14,1,3,38
2683,16,14,2,3,43
2684,16,14,3,3,36
2685,16,14,4,3,37
2686,16,14,5,3,34
2687,16,14,6,3,28
2688,16,14,7,3,24
2689,16,14,8,3,34
2690,16,14,9,3,44
2691,16,15,1,3,36
2692,16,15,2,3,21
2693,16,15,3,3,31
2694,16,15,4,3,33
2695,16,15,5,3,26
2696,16,15,6,3,36
2697,16,15,7,3,30
2698,16,15,8,3,29
2699,16,15,9,3,18
2700,16,16,1,3,33
2701,16,16,2,3,30
2702,16,16,3,3,24
2703,16,16,4,3,29
2704,16,16,5,3,25
2705,16,16,6,3,25
2706,16,16,7,3,40
2707,16,16,8,3,31
2708,16,16,9,3,29
2709,16,17,1,3,25
2710,16,17,2,3,18
2711,16,17,3,3,30
2712,16,17,4,3,27
2713,16,17,5,3,31
2714,16,17,6,3,31
2715,16,17,7,3,32
2716,16,17,8,3,32
2717,16,17,9,3,37
2718,16,18,1,3,27
2719,16,18,2,3,32
2720,16,18,3,3,27
2721,16,18,4,3,16
2722,16,18,5,3,31
2723,16,18,6,3,34
2724,16,18,7,3,26
2725,16,18,8,3,30
2726,16,18,9,3,24
2727,16,19,1,3,36
2728,16,19,2,3,30
2729,16,19,3,3,31
2730,16,19,4,3,34
2731,16,19,5,3,25
2732,16,19,6,3,32
2733,16,19,7,3,20
2734,16,19,8,3,43
2735,16,19,9,3,31
2736,17,1,1,6,4
2737,17,1,2,6,28
2738,17,1,3,6,56
2739,17,1,4,6,25
2740,17,1,5,6,12
2741,17,1,6,6,35
2742,17,1,7,6,6
2743,17,1,8,6,49
2744,17,1,9,6,55
2745,17,2,1,9,49
2746,17,2,2,9,3
2747,17,2,3,8,52
2748,17,2,4,8,50
2749,17,2,5,8,13
2750,17,2,6,8,53
2751,17,2,7,8,48
2752,17,2,8,8,15
2753,17,2,9,8,56
2754,17,3,1,9,58
2755,17,3,2,10,20
2756,17,3,3,10,39
2757,17,3,4,11,11
2758,17,3,5,10,2
2759,17,3,6,9,14
2760,17,3,7,10,46
2761,17,3,8,10,7
2762,17,3,9,9,49
2763,17,4,1,10,1
2764,17,4,2,9,50
2765,17,4,3,10,12
2766,17,4,4,9,32
2767,17,4,5,9,50
2768,17,4,6,7,47
2769,17,4,7,9,49
2770,17,4,8,9,1
2771,17,4,9,9,9
2772,17,5,1,9,10
2773,17,5,2,9,55
2774,17,5,3,7,25
2775,17,5,4,6,30
2776,17,5,5,9,4
2777,17,5,6,10,4
2778,17,5,7,7,56
2779,17,5,8,9,5
2780,17,5,9,10,46
2781,17,6,1,6,18
2782,17,6,2,8,42
2783,17,6,3,8,12
2784,17,6,4,7,44
2785,17,6,5,6,58
2786,17,6,6,8,25
2787,17,6,7,5,20
2788,17,6,8,7,1
2789,17,6,9,6,20
2790,17,7,1,3,46
2791,17,7,2,4,55
2792,17,7,3,5,32
2793,17,7,4,6,22
2794,17,7,5,5,53
2795,17,7,6,6,10
2796,17,7,7,4,37
2797,17,7,8,5,4
2798,17,7,9,4,32
2799,17,8,1,3,53
2800,17,8,2,4,1
2801,17,8,3,3,46
2802,17,8,4,3,36
2803,17,8,5,3,49
2804,17,8,6,3,50
2805,17,8,7,3,35
2806,17,8,8,3,56
2807,17,8,9,3,49
2808,17,9,1,3,45
2809,17,9,2,3,30
2810,17,9,3,3,43
2811,17,9,4,3,40
2812,17,9,5,3,37
2813,17,9,6,3,36
2814,17,9,7,3,42
2815,17,9,8,3,20
2816,17,9,9,3,32
2817,17,10,1,3,28
2818,17,10,2,3,35
2819,17,10,3,3,26
2820,17,10,4,3,39
2821,17,10,5,3,49
2822,17,10,6,3,23
2823,17,10,7,3,42
2824,17,10,8,3,46
2825,17,10,9,3,35
2826,17,11,1,3,32
2827,17,11,2,3,31
2828,17,11,3,3,36
2829,17,11,4,3,32
2830,17,11,5,3,27
2831,17,11,6,3,20
2832,17,11,7,3,31
2833,17,11,8,3,32
2834,17,11,9,3,32
2835,17,12,1,3,37
2836,17,12,2,3,33
2837,17,12,3,3,27
2838,17,12,4,3,21
2839,17,12,5,3,35
2840,17,12,6,3,22
2841,17,12,7,3,29
2842,17,12,8,3,26
2843,17,12,9,3,36
2844,17,13,1,3,35
2845,17,13,2,3,37
2846,17,13,3,3,31
2847,17,13,4,3,14
2848,17,13,5,3,35
2849,17,13,6,3,26
2850,17,13,7,3,23
2851,17,13,8,3,25
2852,17,13,9,3,29
2853,17,14,1,3,32
2854,17,14,2,3,29
2855,17,14,3,3,31
2856,17,14,4,3,26
2857,17,14,5,3,40
2858,17,14,6,3,29
2859,17,14,7,3,26
2860,17,14,8,3,39
2861,17,14,9,3,33
2862,17,15,1,3,33
2863,17,15,2,3,30
2864,17,15,3,3,29
2865,17,15,4,3,33
2866,17,15,5,3,28
2867,17,15,6,3,41
2868,17,15,7,3,19
2869,17,15,8,3,31
2870,17,15,9,3,32
2871,17,16,1,3,36
2872,17,16,2,3,29
2873,17,16,3,3,37
2874,17,16,4,3,30
2875,17,16,5,3,30
2876,17,16,6,3,32
2877,17,16,7,3,35
2878,17,16,8,3,34
2879,17,16,9,3,29
2880,17,17,1,3,37
2881,17,17,2,3,30
2882,17,17,3,3,27
2883,17,17,4,3,29
2884,17,17,5,3,26
2885,17,17,6,3,32
2886,17,17,7,3,29
2887,17,17,8,3,33
2888,17,17,9,3,24
2889,17,18,1,3,37
2890,17,18,2,3,24
2891,17,18,3,3,22
2892,17,18,4,3,26
2893,17,18,5,3,34
2894,17,18,6,3,27
2895,17,18,7,3,34
2896,17,18,8,3,25
2897,17,18,9,3,26
2898,17,19,1,3,32
2899,17,19,2,3,45
2900,17,19,3,3,36
2901,17,19,4,3,39
2902,17,19,5,3,32
2903,17,19,6,3,37
2904,17,19,7,3,20
2905,17,19,8,3,30
2906,17,19,9,3,32
2907,18,1,1,6,58
2908,18,1,2,6,33
2909,18,1,3,6,45
2910,18,1,4,6,21
2911,18,1,5,6,37
2912,18,1,6,6,3
2913,18,1,7,6,39
2914,18,1,8,7,16
2915,18,1,9,5,52
2916,18,2,1,9,20
2917,18,2,2,9,11
2918,18,2,3,9,6
2919,18,2,4,9,15
2920,18,2,5,9,16
2921,18,2,6,9,17
2922,18,2,7,8,26
2923,18,2,8,9,54
2924,18,2,9,9,15
2925,18,3,1,8,60
2926,18,3,2,9,50
2927,18,3,3,8,45
2928,18,3,4,10,15
2929,18,3,5,9,4
2930,18,3,6,9,27
2931,18,3,7,9,51
2932,18,3,8,8,48
2933,18,3,9,9,7
2934,18,4,1,8,38
2935,18,4,2,9,10
2936,18,4,3,9,20
2937,18,4,4,10,47
2938,18,4,5,9,37
2939,18,4,6,9,37
2940,18,4,7,8,6
2941,18,4,8,10,2
2942,18,4,9,10,9
2943,18,5,1,6,38
2944,18,5,2,9,38
2945,18,5,3,7,54
2946,18,5,4,8,17
2947,18,5,5,7,33
2948,18,5,6,7,43
2949,18,5,7,8,18
2950,18,5,8,11,4
2951,18,5,9,8,48
2952,18,6,1,6,57
2953,18,6,2,6,46
2954,18,6,3,8,36
2955,18,6,4,5,55
2956,18,6,5,7,20
2957,18,6,6,7,57
2958,18,6,7,6,54
2959,18,6,8,5,27
2960,18,6,9,6,5
2961,18,7,1,7,19
2962,18,7,2,4,55
2963,18,7,3,5,37
2964,18,7,4,5,21
2965,18,7,5,4,41
2966,18,7,6,6,30
2967,18,7,7,4,22
2968,18,7,8,4,50
2969,18,7,9,4,53
2970,18,8,1,3,35
2971,18,8,2,4,11
2972,18,8,3,4,6
2973,18,8,4,3,52
2974,18,8,5,5,6
2975,18,8,6,5,17
2976,18,8,7,3,52
2977,18,8,8,3,36
2978,18,8,9,4,11
2979,18,9,1,3,42
2980,18,9,2,3,43
2981,18,9,3,3,32
2982,18,9,4,3,54
2983,18,9,5,3,43
2984,18,9,6,3,56
2985,18,9,7,3,31
2986,18,9,8,3,29
2987,18,9,9,3,35
2988,18,10,1,3,34
2989,18,10,2,3,49
2990,18,10,3,3,52
2991,18,10,4,3,33
2992,18,10,5,3,27
2993,18,10,6,3,35
2994,18,10,7,3,35
2995,18,10,8,3,30
2996,18,10,9,3,33
2997,18,11,1,3,38
2998,18,11,2,3,26
2999,18,11,3,3,35
3000,18,11,4,3,35
3001,18,11,5,3,18
3002,18,11,6,3,32
3003,18,11,7,3,33
3004,18,11,8,3,32
3005,18,11,9,3,31
3006,18,12,1,3,34
3007,18,12,2,3,24
3008,18,12,3,3,30
3009,18,12,4,3,30
3010,18,12,5,3,23
3011,18,12,6,3,33
3012,18,12,7,3,34
3013,18,12,8,3,24
3014,18,12,9,3,23
3015,18,13,1,3,30
3016,18,13,2,3,38
3017,18,13,3,3,19
3018,18,13,4,3,24
3019,18,13,5,3,14
3020,18,13,6,3,35
3021,18,13,7,3,32
3022,18,13,8,3,28
3023,18,13,9,3,39
3024,18,14,1,3,18
3025,18,14,2,3,31
3026,18,14,3,3,26
3027,18,14,4,3,41
3028,18,14,5,3,28
3029,18,14,6,3,25
3030,18,14,7,3,24
3031,18,14,8,3,46
3032,18,14,9,3,31
3033,18,15,1,3,30
3034,18,15,2,3,27
3035,18,15,3,3,37
3036,18,15,4,3,31
3037,18,15,5,3,38
3038,18,15,6,3,29
3039,18,15,7,3,28
3040,18,15,8,3,33
3041,18,15,9,3,25
3042,18,16,1,3,41
3043,18,16,2,3,40
3044,18,16,3,3,43
3045,18,16,4,3,32
3046,18,16,5,3,31
3047,18,16,6,3,35
3048,18,16,7,3,18
3049,18,16,8,3,33
3050,18,16,9,3,18
3051,18,17,1,3,32
3052,18,17,2,3,35
3053,18,17,3,3,28
3054,18,17,4,3,34
3055,18,17,5,3,19
3056,18,17,6,3,26
3057,18,17,7,3,30
3058,18,17,8,3,26
3059,18,17,9,3,26
3060,18,18,1,3,36
3061,18,18,2,3,32
3062,18,18,3,3,30
3063,18,18,4,3,34
3064,18,18,5,3,27
3065,18,18,6,3,29
3066,18,18,7,3,14
3067,18,18,8,3,29
3068,18,18,9,3,24
3069,18,19,1,3,23
3070,18,19,2,3,28
3071,18,19,3,3,41
3072,18,19,4,3,27
3073,18,19,5,3,32
3074,18,19,6,3,36
3075,18,19,7,3,31
3076,18,19,8,3,27
3077,18,19,9,3,21
3078,19,1,1,6,21
3079,19,1,2,7,7
3080,19,1,3,7,29
3081,19,1,4,6,0
3082,19,1,5,5,45
3083,19,1,6,6,58
3084,19,1,7,6,12
3085,19,1,8,6,33
3086,19,1,9,6,24
3087,19,2,1,8,4
3088,19,2,2,9,15
3089,19,2,3,8,50
3090,19,2,4,9,11
3091,19,2,5,8,27
3092,19,2,6,9,23
3093,19,2,7,10,8
3094,19,2,8,9,14
3095,19,2,9,9,7
3096,19,3,1,9,48
3097,19,3,2,10,8
3098,19,3,3,10,2
3099,19,3,4,10,19
3100,19,3,5,9,22
3101,19,3,6,8,38
3102,19,3,7,8,56
3103,19,3,8,10,26
3104,19,3,9,9,43
3105,19,4,1,9,38
3106,19,4,2,8,1
3107,19,4,3,8,2
3108,19,4,4,10,20
3109,19,4,5,9,30
3110,19,4,6,9,23
3111,19,4,7,10,26
3112,19,4,8,9,42
3113,19,4,9,8,45
3114,19,5,1,6,58
3115,19,5,2,7,41
3116,19,5,3,8,4
3117,19,5,4,9,25
3118,19,5,5,8,53
3119,19,5,6,8,43
3120,19,5,7,9,53
3121,19,5,8,9,30
3122,19,5,9,8,46
3123,19,6,1,7,1
3124,19,6,2,6,9
3125,19,6,3,5,9
3126,19,6,4,6,53
3127,19,6,5,8,4
3128,19,6,6,8,35
3129,19,6,7,8,16
3130,19,6,8,8,36
3131,19,6,9,6,35
3132,19,7,1,5,9
3133,19,7,2,4,56
3134,19,7,3,5,13
3135,19,7,4,4,35
3136,19,7,5,7,22
3137,19,7,6,6,15
3138,19,7,7,4,43
3139,19,7,8,5,15
3140,19,7,9,5,14
3141,19,8,1,4,16
3142,19,8,2,4,46
3143,19,8,3,3,41
3144,19,8,4,3,59
3145,19,8,5,3,38
3146,19,8,6,4,38
3147,19,8,7,3,48
3148,19,8,8,3,46
3149,19,8,9,4,4
3150,19,9,1,3,52
3151,19,9,2,3,31
3152,19,9,3,3,33
3153,19,9,4,3,35
3154,19,9,5,3,30
3155,19,9,6,3,33
3156,19,9,7,4,1
3157,19,9,8,3,32
3158,19,9,9,3,28
3159,19,10,1,3,23
3160,19,10,2,3,48
3161,19,10,3,3,22
3162,19,10,4,3,27
3163,19,10,5,3,26
3164,19,10,6,3,42
3165,19,10,7,3,29
3166,19,10,8,3,28
3167,19,10,9,3,33
3168,19,11,1,3,26
3169,19,11,2,3,32
3170,19,11,3,3,46
3171,19,11,4,3,32
3172,19,11,5,3,39
3173,19,11,6,3,16
3174,19,11,7,3,37
3175,19,11,8,3,34
3176,19,11,9,3,32
3177,19,12,1,3,28
3178,19,12,2,3,30
3179,19,12,3,3,26
3180,19,12,4,3,26
3181,19,12,5,3,38
3182,19,12,6,3,28
3183,19,12,7,3,33
3184,19,12,8,3,26
3185,19,12,9,3,30
3186,19,13,1,3,35
3187,19,13,2,3,35
3188,19,13,3,3,34
3189,19,13,4,3,20
3190,19,13,5,3,29
3191,19,13,6,3,31
3192,19,13,7,3,33
3193,19,13,8,3,30
3194,19,13,9,3,33
3195,19,14,1,3,28
3196,19,14,2,3,33
3197,19,14,3,3,31
3198,19,14,4,3,40
3199,19,14,5,3,26
3200,19,14,6,3,28
3201,19,14,7,3,29
3202,19,14,8,3,41
3203,19,14,9,3,29
3204,19,15,1,3,39
3205,19,15,2,3,37
3206,19,15,3,3,34
3207,19,15,4,3,38
3208,19,15,5,3,29
3209,19,15,6,3,30
3210,19,15,7,3,26
3211,19,15,8,3,34
3212,19,15,9,3,31
3213,19,16,1,3,46
3214,19,16,2,3,36
3215,19,16,3,3,20
3216,19,16,4,3,25
3217,19,16,5,3,32
3218,19,16,6,3,21
3219,19,16,7,3,32
3220,19,16,8,3,31
3221,19,16,9,3,23
3222,19,17,1,3,32
3223,19,17,2,3,25
3224,19,17,3,3,27
3225,19,17,4,3,33
3226,19,17,5,3,32
3227,19,17,6,3,30
3228,19,17,7,3,44
3229,19,17,8,3,16
3230,19,17,9,3,36
3231,19,18,1,3,44
3232,19,18,2,3,36
3233,19,18,3,3,32
3234,19,18,4,3,23
3235,19,18,5,3,33
3236,19,18,6,3,25
3237,19,18,7,3,27
3238,19,18,8,3,41
3239,19,18,9,3,30
3240,19,19,1,3,32
3241,19,19,2,3,27
3242,19,19,3,3,37
3243,19,19,4,3,30
3244,19,19,5,3,30
3245,19,19,6,3,35
3246,19,19,7,3,34
3247,19,19,8,3,30
3248,19,19,9,3,34
